"seed","file","fdr_col","threshold","target_pass","target_total","decoy_pass","decoy_total"
21,"tcell30p_scored_target_seed21_label0_pep_ipspline.txt","pyIsoPEP FDR",0.01,55,132,0,0
21,"tcell3p_scored_target_seed21_label0_pep_ipspline.txt","pyIsoPEP FDR",0.01,11,132,0,0
21,"drep_tcell100p_scored_target_seed21_label0_pep_ipspline.txt","pyIsoPEP FDR",0.05,118,132,0,0
21,"tcell0pt3p_scored_target_seed21_label0_pep_ipspline.txt","pyIsoPEP FDR",0.05,37,132,0,0
21,"tcell10p_scored_target_seed21_label0_pep_ipspline.txt","pyIsoPEP FDR",0.05,72,132,0,0
21,"tcell1p_scored_target_seed21_label0_pep_ipspline.txt","pyIsoPEP FDR",0.05,19,132,0,0
21,"tcell30p_scored_target_seed21_label0_pep_ipspline.txt","pyIsoPEP FDR",0.05,97,132,0,0
21,"tcell3p_scored_target_seed21_label0_pep_ipspline.txt","pyIsoPEP FDR",0.05,57,132,0,0
22,"drep_tcell100p_scored_target_seed22_label0_pep_ipspline.txt","pyIsoPEP FDR",0.01,77,132,0,0
22,"tcell0pt3p_scored_target_seed22_label0_pep_ipspline.txt","pyIsoPEP FDR",0.01,0,132,0,0
22,"tcell10p_scored_target_seed22_label0_pep_ipspline.txt","pyIsoPEP FDR",0.01,26,132,0,0
22,"tcell1p_scored_target_seed22_label0_pep_ipspline.txt","pyIsoPEP FDR",0.01,0,132,0,0
22,"tcell30p_scored_target_seed22_label0_pep_ipspline.txt","pyIsoPEP FDR",0.01,56,132,0,0
22,"tcell3p_scored_target_seed22_label0_pep_ipspline.txt","pyIsoPEP FDR",0.01,5,132,0,0
22,"drep_tcell100p_scored_target_seed22_label0_pep_ipspline.txt","pyIsoPEP FDR",0.05,118,132,0,0
22,"tcell0pt3p_scored_target_seed22_label0_pep_ipspline.txt","pyIsoPEP FDR",0.05,30,132,0,0
22,"tcell10p_scored_target_seed22_label0_pep_ipspline.txt","pyIsoPEP FDR",0.05,71,132,0,0
22,"tcell1p_scored_target_seed22_label0_pep_ipspline.txt","pyIsoPEP FDR",0.05,13,132,0,0
22,"tcell30p_scored_target_seed22_label0_pep_ipspline.txt","pyIsoPEP FDR",0.05,97,132,0,0
22,"tcell3p_scored_target_seed22_label0_pep_ipspline.txt","pyIsoPEP FDR",0.05,47,132,0,0
23,"drep_tcell100p_scored_target_seed23_label0_pep_ipspline.txt","pyIsoPEP FDR",0.01,77,132,0,0
23,"tcell0pt3p_scored_target_seed23_label0_pep_ipspline.txt","pyIsoPEP FDR",0.01,0,132,0,0
23,"tcell10p_scored_target_seed23_label0_pep_ipspline.txt","pyIsoPEP FDR",0.01,27,132,0,0
23,"tcell1p_scored_target_seed23_label0_pep_ipspline.txt","pyIsoPEP FDR",0.01,0,132,0,0
23,"tcell30p_scored_target_seed23_label0_pep_ipspline.txt","pyIsoPEP FDR",0.01,55,132,0,0
23,"tcell3p_scored_target_seed23_label0_pep_ipspline.txt","pyIsoPEP FDR",0.01,6,132,0,0
23,"drep_tcell100p_scored_target_seed23_label0_pep_ipspline.txt","pyIsoPEP FDR",0.05,118,132,0,0
23,"tcell0pt3p_scored_target_seed23_label0_pep_ipspline.txt","pyIsoPEP FDR",0.05,32,132,0,0
23,"tcell10p_scored_target_seed23_label0_pep_ipspline.txt","pyIsoPEP FDR",0.05,69,132,0,0
23,"tcell1p_scored_target_seed23_label0_pep_ipspline.txt","pyIsoPEP FDR",0.05,13,132,0,0
23,"tcell30p_scored_target_seed23_label0_pep_ipspline.txt","pyIsoPEP FDR",0.05,97,132,0,0
23,"tcell3p_scored_target_seed23_label0_pep_ipspline.txt","pyIsoPEP FDR",0.05,49,132,0,0
24,"drep_tcell100p_scored_target_seed24_label0_pep_ipspline.txt","pyIsoPEP FDR",0.01,76,132,0,0
24,"tcell0pt3p_scored_target_seed24_label0_pep_ipspline.txt","pyIsoPEP FDR",0.01,0,132,0,0
24,"tcell10p_scored_target_seed24_label0_pep_ipspline.txt","pyIsoPEP FDR",0.01,30,132,0,0
24,"tcell1p_scored_target_seed24_label0_pep_ipspline.txt","pyIsoPEP FDR",0.01,0,132,0,0
24,"tcell30p_scored_target_seed24_label0_pep_ipspline.txt","pyIsoPEP FDR",0.01,54,132,0,0
24,"tcell3p_scored_target_seed24_label0_pep_ipspline.txt","pyIsoPEP FDR",0.01,9,132,0,0
24,"drep_tcell100p_scored_target_seed24_label0_pep_ipspline.txt","pyIsoPEP FDR",0.05,118,132,0,0
24,"tcell0pt3p_scored_target_seed24_label0_pep_ipspline.txt","pyIsoPEP FDR",0.05,32,132,0,0
24,"tcell10p_scored_target_seed24_label0_pep_ipspline.txt","pyIsoPEP FDR",0.05,71,132,0,0
24,"tcell1p_scored_target_seed24_label0_pep_ipspline.txt","pyIsoPEP FDR",0.05,19,132,0,0
24,"tcell30p_scored_target_seed24_label0_pep_ipspline.txt","pyIsoPEP FDR",0.05,96,132,0,0
24,"tcell3p_scored_target_seed24_label0_pep_ipspline.txt","pyIsoPEP FDR",0.05,54,132,0,0
25,"drep_tcell100p_scored_target_seed25_label0_pep_ipspline.txt","pyIsoPEP FDR",0.01,77,132,0,0
25,"tcell0pt3p_scored_target_seed25_label0_pep_ipspline.txt","pyIsoPEP FDR",0.01,0,132,0,0
25,"tcell10p_scored_target_seed25_label0_pep_ipspline.txt","pyIsoPEP FDR",0.01,28,132,0,0
25,"tcell1p_scored_target_seed25_label0_pep_ipspline.txt","pyIsoPEP FDR",0.01,0,132,0,0
25,"tcell30p_scored_target_seed25_label0_pep_ipspline.txt","pyIsoPEP FDR",0.01,53,132,0,0
25,"tcell3p_scored_target_seed25_label0_pep_ipspline.txt","pyIsoPEP FDR",0.01,0,132,0,0
25,"drep_tcell100p_scored_target_seed25_label0_pep_ipspline.txt","pyIsoPEP FDR",0.05,118,132,0,0
25,"tcell0pt3p_scored_target_seed25_label0_pep_ipspline.txt","pyIsoPEP FDR",0.05,35,132,0,0
25,"tcell10p_scored_target_seed25_label0_pep_ipspline.txt","pyIsoPEP FDR",0.05,71,132,0,0
25,"tcell1p_scored_target_seed25_label0_pep_ipspline.txt","pyIsoPEP FDR",0.05,24,132,0,0
25,"tcell30p_scored_target_seed25_label0_pep_ipspline.txt","pyIsoPEP FDR",0.05,96,132,0,0
25,"tcell3p_scored_target_seed25_label0_pep_ipspline.txt","pyIsoPEP FDR",0.05,48,132,0,0
26,"drep_tcell100p_scored_target_seed26_label0_pep_ipspline.txt","pyIsoPEP FDR",0.01,77,132,0,0
26,"tcell0pt3p_scored_target_seed26_label0_pep_ipspline.txt","pyIsoPEP FDR",0.01,0,132,0,0
26,"tcell10p_scored_target_seed26_label0_pep_ipspline.txt","pyIsoPEP FDR",0.01,25,132,0,0
26,"tcell1p_scored_target_seed26_label0_pep_ipspline.txt","pyIsoPEP FDR",0.01,0,132,0,0
26,"tcell30p_scored_target_seed26_label0_pep_ipspline.txt","pyIsoPEP FDR",0.01,54,132,0,0
26,"tcell3p_scored_target_seed26_label0_pep_ipspline.txt","pyIsoPEP FDR",0.01,8,132,0,0
26,"drep_tcell100p_scored_target_seed26_label0_pep_ipspline.txt","pyIsoPEP FDR",0.05,118,132,0,0
26,"tcell0pt3p_scored_target_seed26_label0_pep_ipspline.txt","pyIsoPEP FDR",0.05,31,132,0,0
26,"tcell10p_scored_target_seed26_label0_pep_ipspline.txt","pyIsoPEP FDR",0.05,69,132,0,0
26,"tcell1p_scored_target_seed26_label0_pep_ipspline.txt","pyIsoPEP FDR",0.05,13,132,0,0
26,"tcell30p_scored_target_seed26_label0_pep_ipspline.txt","pyIsoPEP FDR",0.05,96,132,0,0
26,"tcell3p_scored_target_seed26_label0_pep_ipspline.txt","pyIsoPEP FDR",0.05,51,132,0,0
27,"drep_tcell100p_scored_target_seed27_label0_pep_ipspline.txt","pyIsoPEP FDR",0.01,77,132,0,0
27,"tcell0pt3p_scored_target_seed27_label0_pep_ipspline.txt","pyIsoPEP FDR",0.01,0,132,0,0
27,"tcell10p_scored_target_seed27_label0_pep_ipspline.txt","pyIsoPEP FDR",0.01,30,132,0,0
27,"tcell1p_scored_target_seed27_label0_pep_ipspline.txt","pyIsoPEP FDR",0.01,0,132,0,0
27,"tcell30p_scored_target_seed27_label0_pep_ipspline.txt","pyIsoPEP FDR",0.01,55,132,0,0
27,"tcell3p_scored_target_seed27_label0_pep_ipspline.txt","pyIsoPEP FDR",0.01,5,132,0,0
27,"drep_tcell100p_scored_target_seed27_label0_pep_ipspline.txt","pyIsoPEP FDR",0.05,118,132,0,0
27,"tcell0pt3p_scored_target_seed27_label0_pep_ipspline.txt","pyIsoPEP FDR",0.05,30,132,0,0
27,"tcell10p_scored_target_seed27_label0_pep_ipspline.txt","pyIsoPEP FDR",0.05,73,132,0,0
27,"tcell1p_scored_target_seed27_label0_pep_ipspline.txt","pyIsoPEP FDR",0.05,9,132,0,0
27,"tcell30p_scored_target_seed27_label0_pep_ipspline.txt","pyIsoPEP FDR",0.05,97,132,0,0
27,"tcell3p_scored_target_seed27_label0_pep_ipspline.txt","pyIsoPEP FDR",0.05,48,132,0,0
28,"drep_tcell100p_scored_target_seed28_label0_pep_ipspline.txt","pyIsoPEP FDR",0.01,76,132,0,0
28,"tcell0pt3p_scored_target_seed28_label0_pep_ipspline.txt","pyIsoPEP FDR",0.01,0,132,0,0
28,"tcell10p_scored_target_seed28_label0_pep_ipspline.txt","pyIsoPEP FDR",0.01,24,132,0,0
28,"tcell1p_scored_target_seed28_label0_pep_ipspline.txt","pyIsoPEP FDR",0.01,0,132,0,0
28,"tcell30p_scored_target_seed28_label0_pep_ipspline.txt","pyIsoPEP FDR",0.01,56,132,0,0
28,"tcell3p_scored_target_seed28_label0_pep_ipspline.txt","pyIsoPEP FDR",0.01,7,132,0,0
28,"drep_tcell100p_scored_target_seed28_label0_pep_ipspline.txt","pyIsoPEP FDR",0.05,118,132,0,0
28,"tcell0pt3p_scored_target_seed28_label0_pep_ipspline.txt","pyIsoPEP FDR",0.05,30,132,0,0
28,"tcell10p_scored_target_seed28_label0_pep_ipspline.txt","pyIsoPEP FDR",0.05,69,132,0,0
28,"tcell1p_scored_target_seed28_label0_pep_ipspline.txt","pyIsoPEP FDR",0.05,24,132,0,0
28,"tcell30p_scored_target_seed28_label0_pep_ipspline.txt","pyIsoPEP FDR",0.05,97,132,0,0
28,"tcell3p_scored_target_seed28_label0_pep_ipspline.txt","pyIsoPEP FDR",0.05,51,132,0,0
29,"drep_tcell100p_scored_target_seed29_label0_pep_ipspline.txt","pyIsoPEP FDR",0.01,77,132,0,0
29,"tcell0pt3p_scored_target_seed29_label0_pep_ipspline.txt","pyIsoPEP FDR",0.01,0,132,0,0
29,"tcell10p_scored_target_seed29_label0_pep_ipspline.txt","pyIsoPEP FDR",0.01,27,132,0,0
29,"tcell1p_scored_target_seed29_label0_pep_ipspline.txt","pyIsoPEP FDR",0.01,0,132,0,0
29,"tcell30p_scored_target_seed29_label0_pep_ipspline.txt","pyIsoPEP FDR",0.01,55,132,0,0
29,"tcell3p_scored_target_seed29_label0_pep_ipspline.txt","pyIsoPEP FDR",0.01,3,132,0,0
29,"drep_tcell100p_scored_target_seed29_label0_pep_ipspline.txt","pyIsoPEP FDR",0.05,118,132,0,0
29,"tcell0pt3p_scored_target_seed29_label0_pep_ipspline.txt","pyIsoPEP FDR",0.05,36,132,0,0
29,"tcell10p_scored_target_seed29_label0_pep_ipspline.txt","pyIsoPEP FDR",0.05,71,132,0,0
29,"tcell1p_scored_target_seed29_label0_pep_ipspline.txt","pyIsoPEP FDR",0.05,7,132,0,0
29,"tcell30p_scored_target_seed29_label0_pep_ipspline.txt","pyIsoPEP FDR",0.05,97,132,0,0
29,"tcell3p_scored_target_seed29_label0_pep_ipspline.txt","pyIsoPEP FDR",0.05,47,132,0,0
30,"drep_tcell100p_scored_target_seed30_label0_pep_ipspline.txt","pyIsoPEP FDR",0.01,76,132,0,0
30,"tcell0pt3p_scored_target_seed30_label0_pep_ipspline.txt","pyIsoPEP FDR",0.01,0,132,0,0
30,"tcell10p_scored_target_seed30_label0_pep_ipspline.txt","pyIsoPEP FDR",0.01,29,132,0,0
30,"tcell1p_scored_target_seed30_label0_pep_ipspline.txt","pyIsoPEP FDR",0.01,0,132,0,0
30,"tcell30p_scored_target_seed30_label0_pep_ipspline.txt","pyIsoPEP FDR",0.01,55,132,0,0
30,"tcell3p_scored_target_seed30_label0_pep_ipspline.txt","pyIsoPEP FDR",0.01,7,132,0,0
30,"drep_tcell100p_scored_target_seed30_label0_pep_ipspline.txt","pyIsoPEP FDR",0.05,118,132,0,0
30,"tcell0pt3p_scored_target_seed30_label0_pep_ipspline.txt","pyIsoPEP FDR",0.05,35,132,0,0
30,"tcell10p_scored_target_seed30_label0_pep_ipspline.txt","pyIsoPEP FDR",0.05,71,132,0,0
30,"tcell1p_scored_target_seed30_label0_pep_ipspline.txt","pyIsoPEP FDR",0.05,9,132,0,0
30,"tcell30p_scored_target_seed30_label0_pep_ipspline.txt","pyIsoPEP FDR",0.05,97,132,0,0
30,"tcell3p_scored_target_seed30_label0_pep_ipspline.txt","pyIsoPEP FDR",0.05,51,132,0,0
31,"drep_tcell100p_scored_target_seed31_label0_pep_ipspline.txt","pyIsoPEP FDR",0.01,76,132,0,0
31,"tcell0pt3p_scored_target_seed31_label0_pep_ipspline.txt","pyIsoPEP FDR",0.01,0,132,0,0
31,"tcell10p_scored_target_seed31_label0_pep_ipspline.txt","pyIsoPEP FDR",0.01,24,132,0,0
31,"tcell1p_scored_target_seed31_label0_pep_ipspline.txt","pyIsoPEP FDR",0.01,0,132,0,0
31,"tcell30p_scored_target_seed31_label0_pep_ipspline.txt","pyIsoPEP FDR",0.01,55,132,0,0
31,"tcell3p_scored_target_seed31_label0_pep_ipspline.txt","pyIsoPEP FDR",0.01,8,132,0,0
31,"drep_tcell100p_scored_target_seed31_label0_pep_ipspline.txt","pyIsoPEP FDR",0.05,118,132,0,0
31,"tcell0pt3p_scored_target_seed31_label0_pep_ipspline.txt","pyIsoPEP FDR",0.05,39,132,0,0
31,"tcell10p_scored_target_seed31_label0_pep_ipspline.txt","pyIsoPEP FDR",0.05,69,132,0,0
31,"tcell1p_scored_target_seed31_label0_pep_ipspline.txt","pyIsoPEP FDR",0.05,14,132,0,0
31,"tcell30p_scored_target_seed31_label0_pep_ipspline.txt","pyIsoPEP FDR",0.05,97,132,0,0
31,"tcell3p_scored_target_seed31_label0_pep_ipspline.txt","pyIsoPEP FDR",0.05,51,132,0,0
32,"drep_tcell100p_scored_target_seed32_label0_pep_ipspline.txt","pyIsoPEP FDR",0.01,77,132,0,0
32,"tcell0pt3p_scored_target_seed32_label0_pep_ipspline.txt","pyIsoPEP FDR",0.01,0,132,0,0
32,"tcell10p_scored_target_seed32_label0_pep_ipspline.txt","pyIsoPEP FDR",0.01,25,132,0,0
32,"tcell1p_scored_target_seed32_label0_pep_ipspline.txt","pyIsoPEP FDR",0.01,0,132,0,0
32,"tcell30p_scored_target_seed32_label0_pep_ipspline.txt","pyIsoPEP FDR",0.01,54,132,0,0
32,"tcell3p_scored_target_seed32_label0_pep_ipspline.txt","pyIsoPEP FDR",0.01,6,132,0,0
32,"drep_tcell100p_scored_target_seed32_label0_pep_ipspline.txt","pyIsoPEP FDR",0.05,118,132,0,0
32,"tcell0pt3p_scored_target_seed32_label0_pep_ipspline.txt","pyIsoPEP FDR",0.05,38,132,0,0
32,"tcell10p_scored_target_seed32_label0_pep_ipspline.txt","pyIsoPEP FDR",0.05,71,132,0,0
32,"tcell1p_scored_target_seed32_label0_pep_ipspline.txt","pyIsoPEP FDR",0.05,19,132,0,0
32,"tcell30p_scored_target_seed32_label0_pep_ipspline.txt","pyIsoPEP FDR",0.05,97,132,0,0
32,"tcell3p_scored_target_seed32_label0_pep_ipspline.txt","pyIsoPEP FDR",0.05,53,132,0,0
33,"drep_tcell100p_scored_target_seed33_label0_pep_ipspline.txt","pyIsoPEP FDR",0.01,76,132,0,0
33,"tcell0pt3p_scored_target_seed33_label0_pep_ipspline.txt","pyIsoPEP FDR",0.01,0,132,0,0
33,"tcell10p_scored_target_seed33_label0_pep_ipspline.txt","pyIsoPEP FDR",0.01,27,132,0,0
33,"tcell1p_scored_target_seed33_label0_pep_ipspline.txt","pyIsoPEP FDR",0.01,0,132,0,0
33,"tcell30p_scored_target_seed33_label0_pep_ipspline.txt","pyIsoPEP FDR",0.01,52,132,0,0
33,"tcell3p_scored_target_seed33_label0_pep_ipspline.txt","pyIsoPEP FDR",0.01,5,132,0,0
33,"drep_tcell100p_scored_target_seed33_label0_pep_ipspline.txt","pyIsoPEP FDR",0.05,118,132,0,0
33,"tcell0pt3p_scored_target_seed33_label0_pep_ipspline.txt","pyIsoPEP FDR",0.05,36,132,0,0
33,"tcell10p_scored_target_seed33_label0_pep_ipspline.txt","pyIsoPEP FDR",0.05,71,132,0,0
33,"tcell1p_scored_target_seed33_label0_pep_ipspline.txt","pyIsoPEP FDR",0.05,5,132,0,0
33,"tcell30p_scored_target_seed33_label0_pep_ipspline.txt","pyIsoPEP FDR",0.05,96,132,0,0
33,"tcell3p_scored_target_seed33_label0_pep_ipspline.txt","pyIsoPEP FDR",0.05,48,132,0,0
34,"drep_tcell100p_scored_target_seed34_label0_pep_ipspline.txt","pyIsoPEP FDR",0.01,77,132,0,0
34,"tcell0pt3p_scored_target_seed34_label0_pep_ipspline.txt","pyIsoPEP FDR",0.01,0,132,0,0
34,"tcell10p_scored_target_seed34_label0_pep_ipspline.txt","pyIsoPEP FDR",0.01,24,132,0,0
34,"tcell1p_scored_target_seed34_label0_pep_ipspline.txt","pyIsoPEP FDR",0.01,0,132,0,0
34,"tcell30p_scored_target_seed34_label0_pep_ipspline.txt","pyIsoPEP FDR",0.01,54,132,0,0
34,"tcell3p_scored_target_seed34_label0_pep_ipspline.txt","pyIsoPEP FDR",0.01,8,132,0,0
34,"drep_tcell100p_scored_target_seed34_label0_pep_ipspline.txt","pyIsoPEP FDR",0.05,118,132,0,0
34,"tcell0pt3p_scored_target_seed34_label0_pep_ipspline.txt","pyIsoPEP FDR",0.05,33,132,0,0
34,"tcell10p_scored_target_seed34_label0_pep_ipspline.txt","pyIsoPEP FDR",0.05,67,132,0,0
34,"tcell1p_scored_target_seed34_label0_pep_ipspline.txt","pyIsoPEP FDR",0.05,18,132,0,0
34,"tcell30p_scored_target_seed34_label0_pep_ipspline.txt","pyIsoPEP FDR",0.05,97,132,0,0
34,"tcell3p_scored_target_seed34_label0_pep_ipspline.txt","pyIsoPEP FDR",0.05,52,132,0,0
35,"drep_tcell100p_scored_target_seed35_label0_pep_ipspline.txt","pyIsoPEP FDR",0.01,77,132,0,0
35,"tcell0pt3p_scored_target_seed35_label0_pep_ipspline.txt","pyIsoPEP FDR",0.01,0,132,0,0
35,"tcell10p_scored_target_seed35_label0_pep_ipspline.txt","pyIsoPEP FDR",0.01,30,132,0,0
35,"tcell1p_scored_target_seed35_label0_pep_ipspline.txt","pyIsoPEP FDR",0.01,0,132,0,0
35,"tcell30p_scored_target_seed35_label0_pep_ipspline.txt","pyIsoPEP FDR",0.01,52,132,0,0
35,"tcell3p_scored_target_seed35_label0_pep_ipspline.txt","pyIsoPEP FDR",0.01,5,132,0,0
35,"drep_tcell100p_scored_target_seed35_label0_pep_ipspline.txt","pyIsoPEP FDR",0.05,118,132,0,0
35,"tcell0pt3p_scored_target_seed35_label0_pep_ipspline.txt","pyIsoPEP FDR",0.05,31,132,0,0
35,"tcell10p_scored_target_seed35_label0_pep_ipspline.txt","pyIsoPEP FDR",0.05,70,132,0,0
35,"tcell1p_scored_target_seed35_label0_pep_ipspline.txt","pyIsoPEP FDR",0.05,5,132,0,0
35,"tcell30p_scored_target_seed35_label0_pep_ipspline.txt","pyIsoPEP FDR",0.05,96,132,0,0
35,"tcell3p_scored_target_seed35_label0_pep_ipspline.txt","pyIsoPEP FDR",0.05,49,132,0,0
36,"drep_tcell100p_scored_target_seed36_label0_pep_ipspline.txt","pyIsoPEP FDR",0.01,76,132,0,0
36,"tcell0pt3p_scored_target_seed36_label0_pep_ipspline.txt","pyIsoPEP FDR",0.01,0,132,0,0
36,"tcell10p_scored_target_seed36_label0_pep_ipspline.txt","pyIsoPEP FDR",0.01,26,132,0,0
36,"tcell1p_scored_target_seed36_label0_pep_ipspline.txt","pyIsoPEP FDR",0.01,0,132,0,0
36,"tcell30p_scored_target_seed36_label0_pep_ipspline.txt","pyIsoPEP FDR",0.01,56,132,0,0
36,"tcell3p_scored_target_seed36_label0_pep_ipspline.txt","pyIsoPEP FDR",0.01,9,132,0,0
36,"drep_tcell100p_scored_target_seed36_label0_pep_ipspline.txt","pyIsoPEP FDR",0.05,118,132,0,0
36,"tcell0pt3p_scored_target_seed36_label0_pep_ipspline.txt","pyIsoPEP FDR",0.05,29,132,0,0
36,"tcell10p_scored_target_seed36_label0_pep_ipspline.txt","pyIsoPEP FDR",0.05,70,132,0,0
36,"tcell1p_scored_target_seed36_label0_pep_ipspline.txt","pyIsoPEP FDR",0.05,22,132,0,0
36,"tcell30p_scored_target_seed36_label0_pep_ipspline.txt","pyIsoPEP FDR",0.05,97,132,0,0
36,"tcell3p_scored_target_seed36_label0_pep_ipspline.txt","pyIsoPEP FDR",0.05,56,132,0,0
37,"drep_tcell100p_scored_target_seed37_label0_pep_ipspline.txt","pyIsoPEP FDR",0.01,76,132,0,0
37,"tcell0pt3p_scored_target_seed37_label0_pep_ipspline.txt","pyIsoPEP FDR",0.01,0,132,0,0
37,"tcell10p_scored_target_seed37_label0_pep_ipspline.txt","pyIsoPEP FDR",0.01,25,132,0,0
37,"tcell1p_scored_target_seed37_label0_pep_ipspline.txt","pyIsoPEP FDR",0.01,0,132,0,0
37,"tcell30p_scored_target_seed37_label0_pep_ipspline.txt","pyIsoPEP FDR",0.01,54,132,0,0
37,"tcell3p_scored_target_seed37_label0_pep_ipspline.txt","pyIsoPEP FDR",0.01,5,132,0,0
37,"drep_tcell100p_scored_target_seed37_label0_pep_ipspline.txt","pyIsoPEP FDR",0.05,118,132,0,0
37,"tcell0pt3p_scored_target_seed37_label0_pep_ipspline.txt","pyIsoPEP FDR",0.05,31,132,0,0
37,"tcell10p_scored_target_seed37_label0_pep_ipspline.txt","pyIsoPEP FDR",0.05,70,132,0,0
37,"tcell1p_scored_target_seed37_label0_pep_ipspline.txt","pyIsoPEP FDR",0.05,7,132,0,0
37,"tcell30p_scored_target_seed37_label0_pep_ipspline.txt","pyIsoPEP FDR",0.05,96,132,0,0
37,"tcell3p_scored_target_seed37_label0_pep_ipspline.txt","pyIsoPEP FDR",0.05,48,132,0,0
38,"drep_tcell100p_scored_target_seed38_label0_pep_ipspline.txt","pyIsoPEP FDR",0.01,76,132,0,0
38,"tcell0pt3p_scored_target_seed38_label0_pep_ipspline.txt","pyIsoPEP FDR",0.01,0,132,0,0
38,"tcell10p_scored_target_seed38_label0_pep_ipspline.txt","pyIsoPEP FDR",0.01,29,132,0,0
38,"tcell1p_scored_target_seed38_label0_pep_ipspline.txt","pyIsoPEP FDR",0.01,0,132,0,0
38,"tcell30p_scored_target_seed38_label0_pep_ipspline.txt","pyIsoPEP FDR",0.01,54,132,0,0
38,"tcell3p_scored_target_seed38_label0_pep_ipspline.txt","pyIsoPEP FDR",0.01,4,132,0,0
38,"drep_tcell100p_scored_target_seed38_label0_pep_ipspline.txt","pyIsoPEP FDR",0.05,118,132,0,0
38,"tcell0pt3p_scored_target_seed38_label0_pep_ipspline.txt","pyIsoPEP FDR",0.05,30,132,0,0
38,"tcell10p_scored_target_seed38_label0_pep_ipspline.txt","pyIsoPEP FDR",0.05,70,132,0,0
38,"tcell1p_scored_target_seed38_label0_pep_ipspline.txt","pyIsoPEP FDR",0.05,18,132,0,0
38,"tcell30p_scored_target_seed38_label0_pep_ipspline.txt","pyIsoPEP FDR",0.05,96,132,0,0
38,"tcell3p_scored_target_seed38_label0_pep_ipspline.txt","pyIsoPEP FDR",0.05,51,132,0,0
39,"drep_tcell100p_scored_target_seed39_label0_pep_ipspline.txt","pyIsoPEP FDR",0.01,77,132,0,0
39,"tcell0pt3p_scored_target_seed39_label0_pep_ipspline.txt","pyIsoPEP FDR",0.01,0,132,0,0
39,"tcell10p_scored_target_seed39_label0_pep_ipspline.txt","pyIsoPEP FDR",0.01,28,132,0,0
39,"tcell1p_scored_target_seed39_label0_pep_ipspline.txt","pyIsoPEP FDR",0.01,0,132,0,0
39,"tcell30p_scored_target_seed39_label0_pep_ipspline.txt","pyIsoPEP FDR",0.01,52,132,0,0
39,"tcell3p_scored_target_seed39_label0_pep_ipspline.txt","pyIsoPEP FDR",0.01,6,132,0,0
39,"drep_tcell100p_scored_target_seed39_label0_pep_ipspline.txt","pyIsoPEP FDR",0.05,118,132,0,0
39,"tcell0pt3p_scored_target_seed39_label0_pep_ipspline.txt","pyIsoPEP FDR",0.05,36,132,0,0
39,"tcell10p_scored_target_seed39_label0_pep_ipspline.txt","pyIsoPEP FDR",0.05,71,132,0,0
39,"tcell1p_scored_target_seed39_label0_pep_ipspline.txt","pyIsoPEP FDR",0.05,14,132,0,0
39,"tcell30p_scored_target_seed39_label0_pep_ipspline.txt","pyIsoPEP FDR",0.05,96,132,0,0
39,"tcell3p_scored_target_seed39_label0_pep_ipspline.txt","pyIsoPEP FDR",0.05,50,132,0,0
40,"drep_tcell100p_scored_target_seed40_label0_pep_ipspline.txt","pyIsoPEP FDR",0.01,77,132,0,0
40,"tcell0pt3p_scored_target_seed40_label0_pep_ipspline.txt","pyIsoPEP FDR",0.01,0,132,0,0
40,"tcell10p_scored_target_seed40_label0_pep_ipspline.txt","pyIsoPEP FDR",0.01,24,132,0,0
40,"tcell1p_scored_target_seed40_label0_pep_ipspline.txt","pyIsoPEP FDR",0.01,0,132,0,0
40,"tcell30p_scored_target_seed40_label0_pep_ipspline.txt","pyIsoPEP FDR",0.01,56,132,0,0
40,"tcell3p_scored_target_seed40_label0_pep_ipspline.txt","pyIsoPEP FDR",0.01,9,132,0,0
40,"drep_tcell100p_scored_target_seed40_label0_pep_ipspline.txt","pyIsoPEP FDR",0.05,118,132,0,0
40,"tcell0pt3p_scored_target_seed40_label0_pep_ipspline.txt","pyIsoPEP FDR",0.05,28,132,0,0
40,"tcell10p_scored_target_seed40_label0_pep_ipspline.txt","pyIsoPEP FDR",0.05,68,132,0,0
40,"tcell1p_scored_target_seed40_label0_pep_ipspline.txt","pyIsoPEP FDR",0.05,23,132,0,0
40,"tcell30p_scored_target_seed40_label0_pep_ipspline.txt","pyIsoPEP FDR",0.05,97,132,0,0
40,"tcell3p_scored_target_seed40_label0_pep_ipspline.txt","pyIsoPEP FDR",0.05,50,132,0,0
41,"drep_tcell100p_scored_target_seed41_label0_pep_ipspline.txt","pyIsoPEP FDR",0.01,77,132,0,0
41,"tcell0pt3p_scored_target_seed41_label0_pep_ipspline.txt","pyIsoPEP FDR",0.01,0,132,0,0
41,"tcell10p_scored_target_seed41_label0_pep_ipspline.txt","pyIsoPEP FDR",0.01,28,132,0,0
41,"tcell1p_scored_target_seed41_label0_pep_ipspline.txt","pyIsoPEP FDR",0.01,0,132,0,0
41,"tcell30p_scored_target_seed41_label0_pep_ipspline.txt","pyIsoPEP FDR",0.01,54,132,0,0
41,"tcell3p_scored_target_seed41_label0_pep_ipspline.txt","pyIsoPEP FDR",0.01,6,132,0,0
41,"drep_tcell100p_scored_target_seed41_label0_pep_ipspline.txt","pyIsoPEP FDR",0.05,118,132,0,0
41,"tcell0pt3p_scored_target_seed41_label0_pep_ipspline.txt","pyIsoPEP FDR",0.05,33,132,0,0
